año;departamento;municipio;total;total H;total M;total indet;cabecera municipal H;cabecera municipal M;cebecera municipal indet;centro poblado H;centro poblado M;centro poblado indet;rural disperso H;rural disperso M;rural disperso indet;sin info H;sin info M;sin info indet
2017;choco;Medio Baudó;74;37;37;0,00;0;18;0,00;21;0;0,00;9;8;0;;;
2017;choco;Medio San Juan;82;46;36;0,00;0;20;0,00;21;0;0,00;14;12;0;;;
2017;choco;Nóvita;77;41;36;0,00;0;30;0,00;24;0;0,00;7;6;0;;;
2017;choco;Nuquí;54;28;26;0,00;0;10;0,00;16;0;0,00;15;10;0;;;
2017;choco;Río Iró;29;15;14;0,00;0;13;0,00;12;0;0,00;1;1;0;;;
2017;choco;Río Quito;88;51;37;0,00;0;34;0,00;18;0;0,00;13;15;0;;;
2017;choco;Riosucio;264;137;127;0,00;0;87;0,00;78;0;0,00;11;12;0;;;
2017;choco;San José del Palmar;73;42;31;0,00;0;15;0,00;9;0;0,00;7;6;0;;;
2017;choco;Sipí;21;9;12;0,00;0;2;0,00;4;0;0,00;5;6;0;;;
2017;choco;Tadó;229;112;117;0,00;0;93;0,00;94;0;0,00;11;11;0;;;
2017;choco;Unguía;116;56;60;0,00;0;37;0,00;36;0;0,00;11;12;0;;;
2017;choco;Unión Panamericana;58;23;35;0,00;0;16;0,00;28;0;0,00;5;5;0;;;
2017;choco;Sin Información;1;0;1;0,00;0;0;0,00;0;0;0,00;0;0;0;;;
2018;choco;total;7.653;3.999;3.653;0,00;1;2.642;0,00;2.400;0;0,00;549;524;0;;;
2018;choco;Quibdó;3.263;1.676;1.587;0,00;0;1.601;0,00;1.520;0;0,00;35;48;0;;;
2018;choco;Acandí;212;111;101;0,00;0;77;0,00;65;0;0,00;18;18;0;;;
2018;choco;Alto Baudó;302;163;139;0,00;0;38;0,00;19;0;0,00;41;45;0;;;
2018;choco;Atrato;54;33;21;0,00;0;17;0,00;9;0;0,00;11;8;0;;;
2018;choco;Bagadó;199;113;86;0,00;0;14;0,00;13;0;0,00;25;22;0;;;
2018;choco;Bahía Solano;148;86;62;0,00;0;53;0,00;44;0;0,00;17;14;0;;;
2018;choco;Bajo Baudó;241;128;113;0,00;0;25;0,00;17;0;0,00;10;11;0;;;
2018;choco;Bojayá;289;161;128;0,00;0;39;0,00;21;0;0,00;18;9;0;;;
2018;choco;El Cantón del San Pablo;66;40;26;0,00;0;22;0,00;19;0;0,00;11;5;0;;;
2018;choco;Carmen del Darién;97;49;48;0,00;0;37;0,00;28;0;0,00;6;8;0;;;
2018;choco;Cértegui;39;18;21;0,00;0;14;0,00;17;0;0,00;2;2;0;;;
2018;choco;Condoto;175;95;80;0,00;0;85;0,00;63;0;0,00;9;14;0;;;
2018;choco;El Carmen de Atrato;170;83;86;0,00;1;21;0,00;16;0;0,00;5;9;0;;;
2018;choco;El Litoral del San Juan;64;29;35;0,00;0;7;0,00;11;0;0,00;16;14;0;;;
2018;choco;Istmina;442;236;206;0,00;0;217;0,00;188;0;0,00;7;6;0;;;
2018;choco;Juradó;19;11;8;0,00;0;9;0,00;7;0;0,00;1;0;0;;;
2018;choco;Lloró;234;125;109;0,00;0;32;0,00;26;0;0,00;8;8;0;;;
2018;choco;Medio Atrato;77;32;45;0,00;0;9;0,00;9;0;0,00;9;20;0;;;
2018;choco;Medio Baudó;113;67;46;0,00;0;29;0,00;23;0;0,00;15;4;0;;;
2018;choco;Medio San Juan;87;38;49;0,00;0;12;0,00;13;0;0,00;21;24;0;;;
2018;choco;Nóvita;62;31;31;0,00;0;18;0,00;26;0;0,00;4;1;0;;;
2018;choco;Nuquí;66;41;25;0,00;0;16;0,00;8;0;0,00;20;13;0;;;
2018;choco;Río Iró;59;32;27;0,00;0;8;0,00;7;0;0,00;8;9;0;;;
2018;choco;Río Quito;66;41;25;0,00;0;21;0,00;10;0;0,00;14;13;0;;;
2018;choco;Riosucio;432;199;233;0,00;0;66;0,00;82;0;0,00;68;81;0;;;
2018;choco;San José del Palmar;55;26;29;0,00;0;5;0,00;8;0;0,00;9;4;0;;;
2018;choco;Sipí;48;23;25;0,00;0;5;0,00;3;0;0,00;10;11;0;;;
2018;choco;Tadó;379;206;173;0,00;0;87;0,00;80;0;0,00;102;83;0;;;
2018;choco;Unguía;126;69;57;0,00;0;33;0,00;28;0;0,00;22;10;0;;;
2018;choco;Unión Panamericana;69;37;32;0,00;0;25;0,00;20;0;0,00;7;10;0;;;
2018;choco;Sin Información;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;;;
2019;choco;total;5.377;2.746;2.631;0,00;0;2.187;0,00;2.067;0;0,00;280;283;0;;;
2019;choco;Quibdó;2.733;1.401;1.332;0,00;0;1.356;0,00;1.284;0;0,00;16;32;0;;;
2019;choco;Acandí;236;126;110;0,00;0;90;0,00;71;0;0,00;20;20;0;;;
2019;choco;Alto Baudó;75;39;36;0,00;0;23;0,00;19;0;0,00;11;11;0;;;
2019;choco;Atrato;39;19;20;0,00;0;10;0,00;9;0;0,00;6;5;0;;;
2019;choco;Bagadó;53;27;26;0,00;0;11;0,00;9;0;0,00;6;3;0;;;
2019;choco;Bahía Solano;139;66;73;0,00;0;39;0,00;42;0;0,00;18;24;0;;;
2019;choco;Bajo Baudó;55;26;29;0,00;0;18;0,00;18;0;0,00;4;3;0;;;
2019;choco;Bojayá;66;25;41;0,00;0;9;0,00;15;0;0,00;12;16;0;;;
2019;choco;El Cantón del San Pablo;69;38;31;0,00;0;27;0,00;22;0;0,00;7;6;0;;;
2019;choco;Carmen del Darién;76;39;37;0,00;0;20;0,00;18;0;0,00;6;6;0;;;
2019;choco;Cértegui;44;23;21;0,00;0;15;0,00;18;0;0,00;3;0;0;;;
2019;choco;Condoto;116;61;55;0,00;0;53;0,00;45;0;0,00;4;2;0;;;
2019;choco;El Carmen de Atrato;89;40;49;0,00;0;16;0,00;13;0;0,00;4;5;0;;;
2019;choco;El Litoral del San Juan;62;31;31;0,00;0;9;0,00;7;0;0,00;16;16;0;;;
2019;choco;Istmina;370;175;195;0,00;0;160;0,00;175;0;0,00;8;12;0;;;
2019;choco;Juradó;14;6;8;0,00;0;2;0,00;6;0;0,00;2;0;0;;;
2019;choco;Lloró;73;37;36;0,00;0;26;0,00;23;0;0,00;7;6;0;;;
2019;choco;Medio Atrato;24;15;9;0,00;0;10;0,00;4;0;0,00;4;2;0;;;
2019;choco;Medio Baudó;86;42;44;0,00;0;20;0,00;23;0;0,00;10;9;0;;;
2019;choco;Medio San Juan;58;35;23;0,00;0;15;0,00;10;0;0,00;12;7;0;;;
2019;choco;Nóvita;36;18;18;0,00;0;10;0,00;18;0;0,00;2;0;0;;;
2019;choco;Nuquí;24;14;10;0,00;0;8;0,00;7;0;0,00;4;3;0;;;
2019;choco;Río Iró;37;15;22;0,00;0;9;0,00;16;0;0,00;3;4;0;;;
2019;choco;Río Quito;52;32;20;0,00;0;15;0,00;11;0;0,00;15;4;0;;;
2019;choco;Riosucio;327;164;163;0,00;0;82;0,00;72;0;0,00;35;45;0;;;
2019;choco;San José del Palmar;62;37;25;0,00;0;10;0,00;12;0;0,00;4;4;0;;;
2019;choco;Sipí;32;20;12;0,00;0;11;0,00;3;0;0,00;6;4;0;;;
2019;choco;Tadó;157;83;74;0,00;0;67;0,00;57;0;0,00;12;11;0;;;
2019;choco;Unguía;135;66;69;0,00;0;29;0,00;30;0;0,00;17;21;0;;;
2019;choco;Unión Panamericana;38;26;12;0,00;0;17;0,00;10;0;0,00;6;2;0;;;
2019;choco;Información;0;0;0;0,00;0;0;0,00;0;0;0,00;0;0;0;;;
